"PVWatts Hourly PV Performance Data"
"Requested Location","5230 Dexter Ann Arbor Rd"
"Location","Lat, Lng: 42.29, -83.82"
"Latitude (DD)","42.29"
"Longitude (DD)","-83.82"
"Elevation (m)","268.2799987793"
"DC System Size (kW)","20"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","225"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","Yes (0.7)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"4","19","0","0","0","10","3.9","0.14","0","10","0","0"
"4","19","1","0","0","9","3.6","0.14","0","9","0","0"
"4","19","2","0","0","8","3.5","0.14","0","8","0","0"
"4","19","3","0","0","8","3.6","0.14","0","8","0","0"
"4","19","4","0","0","7","3.6","0.14","0","7","0","0"
"4","19","5","0","0","7","3.7","0.14","0","7","0","0"
"4","19","6","0","28","6","4.1","0.14","27.223","6.439","435.811","341.097"
"4","19","7","8","107","6","4.5","0.14","100.534","7.541","1759.974","1618.34"
"4","19","8","63","200","8","4.6","0.14","206.498","11.091","3594.061","3387.438"
"4","19","9","56","272","9","4.3","0.14","289.872","13.563","5044.704","4786.678"
"4","19","10","19","272","11","4.1","0.14","278.553","15.517","4763.68","4515.613"
"4","19","11","73","389","12","4","0.14","452.301","19.47","7680.644","7329.217"
"4","19","12","42","371","13","4.1","0.14","418.743","19.816","7073.474","6743.562"
"4","19","13","34","345","14","4.2","0.14","391.001","20.279","6591.188","6278.364"
"4","19","14","114","370","14","4.2","0.14","501.583","22.098","8494.983","8114.701"
"4","19","15","202","304","14","4.1","0.14","514.273","22.467","8794.069","8403.189"
"4","19","16","516","157","13","3.7","0.14","579.127","23.206","10076.813","9640.48"
"4","19","17","126","140","12","2.8","0.14","231.146","16.676","4057.774","3834.72"
"4","19","18","63","54","10","2.2","0.14","85.499","11.926","1409.453","1280.239"
"4","19","19","0","0","8","2.4","0.14","0","8","0","0"
"4","19","20","0","0","7","2.6","0.14","0","7","0","0"
"4","19","21","0","0","7","2.7","0.14","0","7","0","0"
"4","19","22","0","0","6","2.9","0.14","0","6","0","0"
"4","19","23","0","0","5","3.1","0.14","0","5","0","0"
"4","20","0","0","0","5","3.2","0.14","0","5","0","0"
"4","20","1","0","0","5","3.1","0.14","0","5","0","0"
"4","20","2","0","0","5","3","0.14","0","5","0","0"
"4","20","3","0","0","5","3","0.14","0","5","0","0"
"4","20","4","0","0","5","3","0.14","0","5","0","0"
"4","20","5","0","0","5","3.2","0.14","0","5","0","0"
"4","20","6","306","41","6","3.7","0.14","60.936","6.566","1024.305","908.739"
"4","20","7","583","81","8","4.5","0.14","120.523","9.456","1680.577","1541.756"
"4","20","8","605","122","11","5.4","0.14","308.711","14.98","5086.208","4826.712"
"4","20","9","396","255","13","5.6","0.14","456.144","19.083","7911.445","7551.84"
"4","20","10","817","149","14","5.3","0.14","741.164","24.4","12657.569","12129.79"
"4","20","11","824","168","15","5.1","0.14","890.584","27.889","14924.878","14316.759"
"4","20","12","202","432","16","4.9","0.14","643.565","25.467","10747.536","10287.437"
"4","20","13","24","318","17","4.8","0.14","342.178","22.056","5709.688","5428.1"
"4","20","14","576","259","17","4.5","0.14","859.387","30.471","14267.937","13683.096"
"4","20","15","559","206","17","4.2","0.14","741.868","29.136","12488.864","11967.063"
"4","20","16","237","217","16","3.8","0.14","429.573","23.411","7392.796","7051.569"
"4","20","17","34","133","14","2.8","0.14","162.905","17.279","2807.475","2628.724"
"4","20","18","0","50","11","2.1","0.14","51.068","12.161","837.028","728.097"
"4","20","19","0","0","9","2.3","0.14","0","9","0","0"
"4","20","20","0","0","9","2.8","0.14","0","9","0","0"
"4","20","21","0","0","8","3","0.14","0","8","0","0"
"4","20","22","0","0","8","3","0.14","0","8","0","0"
"4","20","23","0","0","8","2.9","0.14","0","8","0","0"
"4","21","0","0","0","8","2.6","0.14","0","8","0","0"
"4","21","1","0","0","8","2.6","0.14","0","8","0","0"
"4","21","2","0","0","8","2.7","0.14","0","8","0","0"
"4","21","3","0","0","8","2.5","0.14","0","8","0","0"
"4","21","4","0","0","8","2","0.14","0","8","0","0"
"4","21","5","0","0","8","1.7","0.14","0","8","0","0"
"4","21","6","0","14","9","1.7","0.14","13.579","9.333","209.817","123.112"
"4","21","7","0","53","10","1.9","0.14","51.566","11.224","869.523","759.441"
"4","21","8","0","110","11","2.2","0.14","106.505","13.372","1812.813","1669.306"
"4","21","9","6","192","12","2.5","0.14","188.883","15.964","3210.121","3017.102"
"4","21","10","0","122","13","3.2","0.14","119.108","15.211","1981.631","1832.143"
"4","21","11","16","279","14","3.9","0.14","288.087","18.807","4845.343","4594.382"
"4","21","12","12","242","15","4.6","0.14","250.583","18.792","4192.048","3964.236"
"4","21","13","0","98","16","5","0.14","95.923","17.375","1561.16","1426.571"
"4","21","14","6","189","16","4.8","0.14","193.208","18.851","3221.834","3028.4"
"4","21","15","13","222","15","4.3","0.14","234.76","18.716","3971.926","3751.913"
"4","21","16","152","226","15","3.6","0.14","366.547","21.499","6317.234","6014.118"
"4","21","17","29","129","14","2.9","0.14","154.965","17.065","2667.228","2493.446"
"4","21","18","0","49","13","2.2","0.14","49.682","14.107","807.826","699.93"
"4","21","19","0","0","12","1.8","0.14","0","12","0","0"
"4","21","20","0","0","11","1.6","0.14","0","11","0","0"
"4","21","21","0","0","11","1.4","0.14","0","11","0","0"
"4","21","22","0","0","10","1.3","0.14","0","10","0","0"
"4","21","23","0","0","9","1.2","0.14","0","9","0","0"
"4","22","0","0","0","9","1.1","0.14","0","9","0","0"
"4","22","1","0","0","9","1.1","0.14","0","9","0","0"
"4","22","2","0","0","8","1.1","0.14","0","8","0","0"
"4","22","3","0","0","8","1.1","0.14","0","8","0","0"
"4","22","4","0","0","8","1.1","0.14","0","8","0","0"
"4","22","5","0","0","8","1.3","0.14","0","8","0","0"
"4","22","6","10","45","10","2.2","0.14","43.599","10.933","706.947","602.625"
"4","22","7","63","124","12","3.2","0.14","117.722","14.133","1977.301","1827.966"
"4","22","8","35","193","13","3.5","0.14","192.066","16.377","3279.189","3083.723"
"4","22","9","0","134","14","3.7","0.14","130.277","16.24","2182.409","2025.806"
"4","22","10","14","253","14","3.8","0.14","256.61","18.345","4327.966","4095.338"
"4","22","11","37","352","14","3.8","0.14","383.887","20.516","6461.851","6153.611"
"4","22","12","19","308","14","3.9","0.14","323.782","19.406","5440.688","5168.631"
"4","22","13","77","402","13","4.1","0.14","494.906","21.08","8360.112","7984.609"
"4","22","14","362","343","13","4.3","0.14","734.806","24.783","12420.425","11901.049"
"4","22","15","330","286","13","4.4","0.14","618.618","22.797","10608.793","10153.61"
"4","22","16","187","245","12","4.6","0.14","415.191","18.39","7260.426","6923.889"
"4","22","17","162","151","11","4.7","0.14","264.739","15.028","4697.573","4451.848"
"4","22","18","222","65","10","4.5","0.14","160.113","12.505","2674.809","2500.758"
"4","22","19","0","0","8","4.2","0.14","0","8","0","0"
"4","22","20","0","0","6","3.6","0.14","0","6","0","0"
"4","22","21","0","0","5","2.9","0.14","0","5","0","0"
"4","22","22","0","0","4","2.3","0.14","0","4","0","0"
"4","22","23","0","0","3","2","0.14","0","3","0","0"
"4","23","0","0","0","3","1.8","0.14","0","3","0","0"
"4","23","1","0","0","2","1.8","0.14","0","2","0","0"
"4","23","2","0","0","1","1.8","0.14","0","1","0","0"
"4","23","3","0","0","1","1.9","0.14","0","1","0","0"
"4","23","4","0","0","1","2.1","0.14","0","1","0","0"
"4","23","5","0","0","1","2.7","0.14","0","1","0","0"
"4","23","6","352","45","3","3.4","0.14","64.004","3.648","1100.645","982.373"
"4","23","7","629","78","5","3.7","0.14","129.219","6.726","1787.953","1645.327"
"4","23","8","762","98","7","3.8","0.14","347.675","12.527","5774.693","5490.801"
"4","23","9","836","112","9","3.7","0.14","566.03","18.718","9939.011","9507.562"
"4","23","10","876","123","11","3.4","0.14","762.594","24.915","13002.155","12462.166"
"4","23","11","900","128","12","3.2","0.14","916.699","29.387","15282.183","14661.403"
"4","23","12","903","132","13","3","0.14","1011.406","32.883","16586.448","15919.453"
"4","23","13","888","135","14","2.8","0.14","1036.129","35.118","16855.119","16178.604"
"4","23","14","871","126","14","2.6","0.14","993.692","34.993","16250.769","15595.668"
"4","23","15","829","117","14","2.3","0.14","884.444","33.779","14657.847","14059.19"
"4","23","16","734","112","13","2.1","0.14","699.077","29.264","11921.718","11420.013"
"4","23","17","579","96","12","1.7","0.14","458.564","23.577","8044.774","7680.444"
"4","23","18","318","57","9","1.5","0.14","189.699","13.978","3157.214","2966.07"
"4","23","19","0","0","7","2","0.14","0","7","0","0"
"4","23","20","0","0","6","2.5","0.14","0","6","0","0"
"4","23","21","0","0","5","2.6","0.14","0","5","0","0"
"4","23","22","0","0","3","2.2","0.14","0","3","0","0"
"4","23","23","0","0","3","1.8","0.14","0","3","0","0"
"4","24","0","0","0","2","1.6","0.14","0","2","0","0"
"4","24","1","0","0","1","1.4","0.14","0","1","0","0"
"4","24","2","0","0","1","1.2","0.14","0","1","0","0"
"4","24","3","0","0","1","1.2","0.14","0","1","0","0"
"4","24","4","0","0","1","1.3","0.14","0","1","0","0"
"4","24","5","0","0","1","1.5","0.14","0","1","0","0"
"4","24","6","327","48","3","2.2","0.14","62.888","3.829","1081.73","964.129"
"4","24","7","597","87","6","2.9","0.14","136.149","8.123","1920.747","1773.416"
"4","24","8","732","111","9","3.3","0.14","349.211","15.006","5770.284","5486.549"
"4","24","9","798","133","12","3.5","0.14","567.912","22.05","9839.744","9411.812"
"4","24","10","840","146","14","3.2","0.14","762.466","28.356","12820.052","12286.515"
"4","24","11","863","151","15","2.6","0.14","913.524","34.191","14938.139","14329.551"
"4","24","12","866","154","15","2","0.14","1007.112","38.777","16127.732","15476.991"
"4","24","13","858","150","16","1.8","0.14","1031.053","41.436","16349.438","15690.841"
"4","24","14","839","141","17","1.8","0.14","987.637","41.376","15739.573","15102.586"
"4","24","15","801","128","17","1.8","0.14","873.104","38.569","14194.643","13612.4"
"4","24","16","729","111","16","1.9","0.14","694.951","32.833","11687.1","11193.708"
"4","24","17","591","91","15","1.7","0.14","460.321","26.632","7984.031","7621.854"
"4","24","18","331","56","12","1.7","0.14","193.529","16.859","3190.824","2998.489"
"4","24","19","0","0","10","2.4","0.14","0","10","0","0"
"4","24","20","0","0","8","2.9","0.14","0","8","0","0"
"4","24","21","0","0","8","3","0.14","0","8","0","0"
"4","24","22","0","0","7","2.9","0.14","0","7","0","0"
"4","24","23","0","0","7","2.8","0.14","0","7","0","0"
"4","25","0","0","0","6","2.8","0.14","0","6","0","0"
"4","25","1","0","0","6","2.7","0.14","0","6","0","0"
"4","25","2","0","0","5","2.5","0.14","0","5","0","0"
"4","25","3","0","0","5","2.4","0.14","0","5","0","0"
"4","25","4","0","0","5","2.3","0.14","0","5","0","0"
"4","25","5","0","0","6","2.5","0.14","0","6","0","0"
"4","25","6","217","58","7","3","0.14","64.98","7.911","1099.362","981.136"
"4","25","7","205","129","9","3.2","0.14","132.667","11.276","2149.165","1993.741"
"4","25","8","582","158","11","3.2","0.14","342.822","17.054","5688.044","5407.222"
"4","25","9","306","288","13","3.3","0.14","442.632","21.072","7598.692","7250.169"
"4","25","10","385","334","16","3.4","0.14","611.889","27.095","10245.886","9803.563"
"4","25","11","433","351","18","3.5","0.14","742.234","31.329","12195.118","11683.725"
"4","25","12","218","440","20","3.6","0.14","668.356","31.782","10892.004","10426.786"
"4","25","13","31","338","21","3.6","0.14","379.939","27.657","6214.901","5915.412"
"4","25","14","720","192","22","3.4","0.14","933.752","39.204","14994.345","14383.764"
"4","25","15","69","299","21","2.6","0.14","378.885","28.882","6251.336","5950.555"
"4","25","16","359","204","20","1.6","0.14","506.631","33.013","8438.337","8060.062"
"4","25","17","0","19","19","1","0.14","18.448","19.538","285.898","196.497"
"4","25","18","0","7","17","1.2","0.14","6.783","17.187","99.524","16.726"
"4","25","19","0","0","16","1.6","0.14","0","16","0","0"
"4","25","20","0","0","16","2.3","0.14","0","16","0","0"
"4","25","21","0","0","16","3.2","0.14","0","16","0","0"
"4","25","22","0","0","15","3.9","0.14","0","15","0","0"
"4","25","23","0","0","15","4.4","0.14","0","15","0","0"
"4","26","0","0","0","15","4.5","0.14","0","15","0","0"
"4","26","1","0","0","15","4.4","0.14","0","15","0","0"
"4","26","2","0","0","14","4.4","0.14","0","14","0","0"
"4","26","3","0","0","13","4.3","0.14","0","13","0","0"
"4","26","4","0","0","11","4.3","0.14","0","11","0","0"
"4","26","5","0","0","10","4.6","0.14","0","10","0","0"
"4","26","6","292","53","9","4.8","0.14","63.399","9.608","1068.593","951.458"
"4","26","7","0","44","9","4.8","0.14","42.784","9.635","720.369","615.572"
"4","26","8","0","96","9","4.6","0.14","93.364","10.418","1597.872","1461.982"
"4","26","9","0","157","10","4.5","0.14","152.346","12.337","2603.256","2431.741"
"4","26","10","14","253","11","4.3","0.14","256.696","15.045","4381.002","4146.495"
"4","26","11","14","268","12","4.1","0.14","275.478","16.464","4665.08","4420.507"
"4","26","12","45","387","13","4.1","0.14","437.999","20.126","7388.327","7047.258"
"4","26","13","21","311","13","4.1","0.14","331.768","18.386","5604.13","5326.282"
"4","26","14","28","313","12","4.3","0.14","354.109","17.612","6034.046","5740.965"
"4","26","15","91","309","11","4.4","0.14","409.7","17.439","7078.905","6748.8"
"4","26","16","38","209","10","4.4","0.14","250.647","13.937","4377.862","4143.466"
"4","26","17","0","56","9","4.3","0.14","54.494","9.865","925.047","812.997"
"4","26","18","0","21","8","3.9","0.14","20.383","8.341","329.046","238.115"
"4","26","19","0","0","6","3.4","0.14","0","6","0","0"
"4","26","20","0","0","5","3","0.14","0","5","0","0"
"4","26","21","0","0","4","2.7","0.14","0","4","0","0"
"4","26","22","0","0","3","2.4","0.14","0","3","0","0"
"4","26","23","0","0","3","2.4","0.14","0","3","0","0"
"4","27","0","0","0","3","2.6","0.14","0","3","0","0"
"4","27","1","0","0","3","2.8","0.14","0","3","0","0"
"4","27","2","0","0","3","2.7","0.14","0","3","0","0"
"4","27","3","0","0","3","2.7","0.14","0","3","0","0"
"4","27","4","0","0","2","2.7","0.14","0","2","0","0"
"4","27","5","0","0","2","3","0.14","0","2","0","0"
"4","27","6","372","49","3","3.5","0.14","64.42","3.686","1116.303","997.477"
"4","27","7","656","77","5","4.1","0.14","140.358","6.77","1934.023","1786.222"
"4","27","8","799","91","8","4.6","0.14","363.054","13.164","6046.874","5753.338"
"4","27","9","871","102","10","4.5","0.14","585.556","18.976","10270.78","9827.575"
"4","27","10","902","115","11","4.3","0.14","781.345","23.485","13385.808","12832.224"
"4","27","11","914","125","12","4","0.14","932.281","27.642","15633.208","14999.99"
"4","27","12","911","132","13","3.5","0.14","1023.87","31.571","16862.412","16185.638"
"4","27","13","894","136","14","3.3","0.14","1048.077","33.636","17133.935","16447.54"
"4","27","14","599","259","14","3.5","0.14","885.119","30.037","14702.455","14102.218"
"4","27","15","678","171","13","3.6","0.14","817.116","27.621","13834.914","13265.417"
"4","27","16","551","154","12","3.4","0.14","605.969","23.184","10535.574","10082.986"
"4","27","17","337","139","11","2.8","0.14","358.58","18.295","6357.23","6052.697"
"4","27","18","179","69","9","2.3","0.14","150.214","12.324","2534.574","2365.492"
"4","27","19","0","0","8","2.5","0.14","0","0","0","0"
"4","27","20","0","0","7","3","0.14","0","7","0","0"
"4","27","21","0","0","6","3.5","0.14","0","6","0","0"
"4","27","22","0","0","5","3.6","0.14","0","5","0","0"
"4","27","23","0","0","4","3.4","0.14","0","4","0","0"
"4","28","0","0","0","4","3.2","0.14","0","4","0","0"
"4","28","1","0","0","3","3.2","0.14","0","3","0","0"
"4","28","2","0","0","3","3.6","0.14","0","3","0","0"
"4","28","3","0","0","3","3.8","0.14","0","3","0","0"
"4","28","4","0","0","3","3.5","0.14","0","3","0","0"
"4","28","5","0","0","3","3.4","0.14","0","3","0","0"
"4","28","6","0","15","3","3.6","0.14","14.549","3.254","235.681","148.059"
"4","28","7","0","43","3","3.9","0.14","41.81","3.702","720.718","615.909"
"4","28","8","0","125","3","4.3","0.14","120.719","4.907","2129.028","1974.316"
"4","28","9","6","191","4","4.4","0.14","188.122","6.925","3303.346","3107.024"
"4","28","10","7","196","4","4.4","0.14","196.263","7.049","3423.481","3222.903"
"4","28","11","2","145","6","4.6","0.14","143.738","8.171","2461.089","2294.612"
"4","28","12","3","149","8","4.9","0.14","149.221","10.167","2535.293","2366.186"
"4","28","13","0","93","9","5.1","0.14","91.017","10.288","1519.949","1386.82"
"4","28","14","30","314","10","5.1","0.14","356.944","15.093","6139.884","5843.052"
"4","28","15","1","163","10","4.9","0.14","162.356","12.367","2776.448","2598.796"
"4","28","16","0","88","10","4.5","0.14","85.801","11.32","1455.908","1325.048"
"4","28","17","2","121","9","3.8","0.14","123.441","11.108","2150.513","1995.041"
"4","28","18","308","65","8","2.7","0.14","197.8","12.073","3354.721","3156.578"
"4","28","19","0","0","6","2.3","0.14","0","0","0","0"
"4","28","20","0","0","6","2.5","0.14","0","6","0","0"
"4","28","21","0","0","6","2.6","0.14","0","6","0","0"
"4","28","22","0","0","5","2.6","0.14","0","5","0","0"
"4","28","23","0","0","5","2.3","0.14","0","5","0","0"
"4","29","0","0","0","5","1.9","0.14","0","5","0","0"
"4","29","1","0","0","4","1.3","0.14","0","4","0","0"
"4","29","2","0","0","4","1","0.14","0","4","0","0"
"4","29","3","0","0","3","1","0.14","0","3","0","0"
"4","29","4","0","0","3","0.9","0.14","0","3","0","0"
"4","29","5","0","0","3","1.3","0.14","0","3","0","0"
"4","29","6","63","61","4","2","0.14","58.466","5.207","998.775","884.113"
"4","29","7","160","138","5","2.4","0.14","140.9","7.842","2357.877","2195.056"
"4","29","8","0","141","6","2.4","0.14","135.656","8.904","2364.685","2201.624"
"4","29","9","1","162","7","2.5","0.14","157.706","10.308","2717.551","2541.986"
"4","29","10","40","331","7","2.7","0.14","352.974","14.146","6094.133","5798.922"
"4","29","11","246","423","8","3","0.14","648.615","20.571","11042.508","10571.957"
"4","29","12","314","422","9","3.2","0.14","750.222","23.132","12655.86","12128.141"
"4","29","13","470","346","10","3","0.14","858.137","26.782","14335.871","13748.622"
"4","29","14","179","389","10","2.5","0.14","596.428","22.669","10099.054","9661.933"
"4","29","15","191","320","10","2.2","0.14","522.26","21.764","8934.759","8538.894"
"4","29","16","30","206","10","1.9","0.14","240.675","15.726","4165.846","3938.963"
"4","29","17","6","126","10","1.3","0.14","131.144","13.561","2268.309","2108.663"
"4","29","18","0","51","9","0.9","0.14","50.802","10.517","847.006","737.722"
"4","29","19","0","0","7","0.9","0.14","0","0","0","0"
"4","29","20","0","0","5","1.2","0.14","0","5","0","0"
"4","29","21","0","0","4","1.3","0.14","0","4","0","0"
"4","29","22","0","0","4","1.3","0.14","0","4","0","0"
"4","29","23","0","0","3","1.2","0.14","0","3","0","0"
"4","30","0","0","0","2","1.2","0.14","0","2","0","0"
"4","30","1","0","0","2","1.2","0.14","0","2","0","0"
"4","30","2","0","0","2","1.3","0.14","0","2","0","0"
"4","30","3","0","0","1","1.3","0.14","0","1","0","0"
"4","30","4","0","0","1","1.5","0.14","0","1","0","0"
"4","30","5","0","0","2","2.1","0.14","0","2","0","0"
"4","30","6","153","62","4","2.6","0.14","62.504","5.044","1075.067","957.702"
"4","30","7","285","129","6","2.9","0.14","147.113","8.604","2352.192","2189.573"
"4","30","8","378","198","9","3.4","0.14","315.626","14.481","5362.297","5093.018"
"4","30","9","318","293","10","3.8","0.14","457.463","17.721","7949.394","7588.444"
"4","30","10","468","302","11","3.9","0.14","648.031","21.899","11079.11","10607.262"
"4","30","11","123","428","11","4","0.14","540.829","19.942","9186.177","8781.403"
"4","30","12","29","354","12","4","0.14","387.721","18.394","6560.506","6248.77"
"4","30","13","16","286","12","4.2","0.14","300.99","16.814","5098.725","4838.785"
"4","30","14","3","160","11","4.4","0.14","160.772","13.498","2716.624","2541.092"
"4","30","15","1","162","10","3.9","0.14","161.282","12.695","2753.034","2576.212"
"4","30","16","0","72","9","3.5","0.14","70.158","10.247","1185.939","1064.645"
"4","30","17","0","6","8","3.6","0.14","5.822","8.102","90.181","7.715"
"4","30","18","0","2","8","3.6","0.14","1.937","8.034","28.136","0"
"4","30","19","0","0","12","3.3","0.15","0","0","0","0"
"4","30","20","0","0","12","3","0.15","0","12","0","0"
"4","30","21","0","0","11","2.5","0.15","0","11","0","0"
"4","30","22","0","0","11","2.3","0.15","0","11","0","0"
"4","30","23","0","0","11","2.4","0.15","0","11","0","0"
"5","1","0","0","0","11","2.6","0.15","0","11","0","0"
"5","1","1","0","0","11","2.9","0.15","0","11","0","0"
"5","1","2","0","0","10","2.9","0.15","0","10","0","0"
"5","1","3","0","0","10","2.7","0.15","0","10","0","0"
"5","1","4","0","0","10","2.9","0.15","0","10","0","0"
"5","1","5","0","0","10","3.5","0.15","0","0","0","0"
"5","1","6","0","36","10","4.3","0.15","35.119","10.553","574.652","475.019"
"5","1","7","275","131","12","5.1","0.15","149.545","13.915","2354.171","2191.482"
"5","1","8","27","199","14","5.9","0.15","196.768","16.514","3358.788","3160.501"
"5","1","9","602","197","16","6.4","0.15","531.927","22.457","9153.453","8749.838"
"5","1","10","169","386","17","6.6","0.15","505.156","23.048","8519.705","8138.547"
"5","1","11","28","341","18","6.5","0.15","365.813","22.416","6095.975","5800.7"
"5","1","12","257","439","19","6.3","0.15","714.548","27.915","11820.66","11322.536"
"5","1","13","460","350","20","5.9","0.15","854.729","31.209","14034.923","13458.339"
"5","1","14","758","184","19","5.4","0.15","967.084","32.534","15923.304","15279.807"
"5","1","15","488","242","19","4.7","0.15","724.724","30.039","12116.062","11607.471"
"5","1","16","636","130","18","3.6","0.15","651.37","29.652","11060.019","10588.848"
"5","1","17","112","149","16","2.5","0.15","232.752","20.952","4010.571","3789.189"
"5","1","18","0","36","15","2","0.15","35.112","15.812","564.186","464.924"
"5","1","19","0","0","13","2.1","0.15","0","0","0","0"
"5","1","20","0","0","13","2.2","0.15","0","13","0","0"
"5","1","21","0","0","12","2","0.15","0","12","0","0"
"5","1","22","0","0","12","1.8","0.15","0","12","0","0"
"5","1","23","0","0","11","1.5","0.15","0","11","0","0"
"5","2","0","0","0","11","1.3","0.15","0","11","0","0"
"5","2","1","0","0","10","1.3","0.15","0","10","0","0"
"5","2","2","0","0","10","1.3","0.15","0","10","0","0"
"5","2","3","0","0","9","1.4","0.15","0","9","0","0"
"5","2","4","0","0","9","1.5","0.15","0","9","0","0"
"5","2","5","0","0","10","2.1","0.15","0","0","0","0"
"5","2","6","0","55","11","2.7","0.15","52.35","12.048","866.825","756.839"
"5","2","7","230","137","12","2.7","0.15","149.231","14.759","2378.279","2214.735"
"5","2","8","1","158","13","2.7","0.15","152.345","16.076","2590.183","2419.131"
"5","2","9","0","121","13","2.9","0.15","118.198","15.303","1975.951","1826.664"
"5","2","10","7","193","14","3.1","0.15","193.996","17.651","3246.359","3052.056"
"5","2","11","7","187","14","2.9","0.15","190.054","17.697","3164.732","2973.322"
"5","2","12","14","270","15","2.4","0.15","281.364","20.994","4674.906","4429.984"
"5","2","13","13","257","15","1.8","0.15","269.178","21.463","4464.34","4226.879"
"5","2","14","20","288","15","1.3","0.15","309.433","23.326","5136.27","4875.001"
"5","2","15","36","278","15","0.8","0.15","325.655","24.98","5421.402","5150.029"
"5","2","16","34","211","14","0.4","0.15","249.559","22.585","4209.157","3980.738"
"5","2","17","14","131","14","0.3","0.15","141.367","19.013","2399.926","2235.616"
"5","2","18","0","41","13","0.4","0.15","40.009","14.368","651.199","548.853"
"5","2","19","0","0","12","0.6","0.15","0","0","0","0"
"5","2","20","0","0","11","0.8","0.15","0","11","0","0"
"5","2","21","0","0","10","1","0.15","0","10","0","0"
"5","2","22","0","0","10","1.2","0.15","0","10","0","0"
"5","2","23","0","0","10","1.3","0.15","0","10","0","0"
"5","3","0","0","0","10","1.2","0.15","0","10","0","0"
"5","3","1","0","0","9","1.2","0.15","0","9","0","0"
"5","3","2","0","0","9","1.2","0.15","0","9","0","0"
"5","3","3","0","0","8","1.2","0.15","0","8","0","0"
"5","3","4","0","0","8","1.3","0.15","0","8","0","0"
"5","3","5","0","0","8","1.5","0.15","0","0","0","0"
"5","3","6","10","59","10","2.1","0.15","56.336","11.249","940.082","827.5"
"5","3","7","89","150","12","2.2","0.15","147.064","15.149","2458.366","2291.985"
"5","3","8","688","131","16","2.1","0.15","371.486","23.934","6027.497","5734.648"
"5","3","9","773","145","19","1.9","0.15","581.719","32.643","9658.609","9237.095"
"5","3","10","808","161","20","1.6","0.15","769.641","39.528","12363.776","11846.407"
"5","3","11","826","170","21","1.5","0.15","914.8","44.882","14309.066","13722.768"
"5","3","12","828","174","22","2.2","0.15","1002.248","44.688","15647.784","15014.05"
"5","3","13","794","187","23","2.8","0.15","1017.146","43.635","15956.089","15311.43"
"5","3","14","768","179","23","2.9","0.15","972.539","42.437","15398.102","14773.214"
"5","3","15","292","309","23","2.8","0.15","612.974","35.368","9984.894","9551.819"
"5","3","16","425","197","22","2.4","0.15","561.886","34.256","9319.468","8909.971"
"5","3","17","331","133","21","1.6","0.15","350.077","29.982","5925.885","5636.636"
"5","3","18","154","68","18","1.1","0.15","140.305","22.008","2292.301","2131.804"
"5","3","19","0","0","16","1.2","0.15","0","0","0","0"
"5","3","20","0","0","16","1.7","0.15","0","16","0","0"
"5","3","21","0","0","16","2.4","0.15","0","16","0","0"
"5","3","22","0","0","16","3","0.15","0","16","0","0"
"5","3","23","0","0","16","3.6","0.15","0","16","0","0"
"5","4","0","0","0","15","3.7","0.15","0","15","0","0"
"5","4","1","0","0","15","3.3","0.15","0","15","0","0"
"5","4","2","0","0","14","2.4","0.15","0","14","0","0"
"5","4","3","0","0","14","1.7","0.15","0","14","0","0"
"5","4","4","0","0","14","1.7","0.15","0","14","0","0"
"5","4","5","0","0","14","2.2","0.15","0","0","0","0"
"5","4","6","0","42","15","3","0.15","40.94","15.787","661.441","558.733"
"5","4","7","504","115","16","3.8","0.15","168.02","18.4","2431.457","2266.03"
"5","4","8","690","127","17","4.3","0.15","370.124","22.502","6040.682","5747.365"
"5","4","9","804","128","18","4.6","0.15","586.28","26.83","9960.92","9528.694"
"5","4","10","866","129","18","5.1","0.15","782.384","29.206","13097.177","12553.821"
"5","4","11","896","131","19","5.3","0.15","934.448","32.159","15384.471","14760.067"
"5","4","12","907","133","20","5.2","0.15","1031.217","34.756","16758.442","16085.352"
"5","4","13","856","160","20","5.2","0.15","1050.496","35.059","17049.649","16366.241"
"5","4","14","841","150","20","5.3","0.15","1008.934","34.296","16500.799","15836.839"
"5","4","15","793","143","19","5.4","0.15","890.198","31.486","14843.879","14238.631"
"5","4","16","714","129","18","5.3","0.15","711.949","28.109","12160.772","11650.596"
"5","4","17","601","102","16","4.6","0.15","485.707","23.54","8516.522","8135.477"
"5","4","18","400","63","13","3.3","0.15","233.06","17.321","3914.874","3696.883"
"5","4","19","0","0","11","2.5","0.15","0","0","0","0"
"5","4","20","0","0","10","2.4","0.15","0","10","0","0"
"5","4","21","0","0","9","2.3","0.15","0","9","0","0"
"5","4","22","0","0","8","2.1","0.15","0","8","0","0"
